frm,to,fwd,rev,e_fwd,e_rev,p,bonf
raised,made,197,186,31,27,0.6094255935834156,False
tore,placed,129,120,27,26,0.6122584257423305,False
told,shot,129,120,30,23,0.6122584257423305,False
onto,watched,130,121,28,27,0.6136784914381607,False
turned,showed,166,156,29,27,0.6160525912146143,False
turned,poured,167,157,31,28,0.6171434010006933,False
pointed,made,295,282,33,23,0.6174185870937078,False
moved,placed,298,285,31,31,0.6192345015655023,False
led,stood,135,126,30,29,0.6205525815977583,False
down,started,104,96,33,26,0.6207289280968303,False
flipped,set,105,97,23,19,0.6224628095571956,False
placed,swung,105,97,26,23,0.6224628095571956,False
we,a,356,342,34,28,0.6227104282482002,False
flipped,let,106,98,25,14,0.62417318504441,False
felt,squeezed,138,129,25,25,0.6245054246458527,False
called,grabbed,174,164,29,25,0.6245279775907052,False
found,carried,139,130,26,23,0.6257959069947969,False
started,rested,108,100,27,18,0.6275255016466618,False
had,all,108,100,28,22,0.6275255016466618,False
gave,hid,177,167,28,26,0.6275649038588108,False
felt,discovered,141,132,26,25,0.6283375482150058,False
hid,used,178,168,27,26,0.6285609938641306,False
included,had,113,105,27,23,0.6355297753805479,False
took,kicked,276,264,34,25,0.6359936320434042,False
give,bring,114,106,26,24,0.6370697150887977,False
took,closed,331,318,35,32,0.6376450165621603,False
also,added,188,178,31,24,0.6381023357918038,False
stared,pressed,232,221,33,27,0.6385169522220768,False
let,led,118,110,28,23,0.6430402573271158,False
opened,came,118,110,29,24,0.6430402573271158,False
the,out,156,147,32,29,0.6458839952205917,False
rolled,it,156,147,31,27,0.6458839952205917,False
carried,headed,121,113,24,16,0.6473300545214407,False
sat,passed,121,113,29,25,0.6473300545214407,False
know,leave,199,189,33,32,0.6477948514037738,False
hurried,closed,122,114,22,19,0.6487260444818757,False
with,a,203,193,29,25,0.6511314199789322,False
suggested,then,125,117,25,23,0.6528167751549663,False
gave,waved,125,117,25,21,0.6528167751549663,False
probably,note,125,117,28,27,0.6528167751549663,False
see,move,163,154,30,30,0.65326578377907,False
make,send,254,243,32,27,0.6537916608946804,False
made,slammed,256,245,31,26,0.6550863700300722,False
their,it,127,119,26,23,0.6554659776114768,False
the,climbed,258,247,29,27,0.6563666869559863,False
get,live,128,120,28,26,0.6567680752327201,False
swung,said,260,249,34,28,0.6576328758582763,False
smiled,offered,129,121,27,25,0.6580555444328547,False
lit,looked,169,160,27,22,0.6592392049947534,False
pointed,looked,263,252,34,29,0.6595062305750545,False
when,told,379,366,34,31,0.6602223384680163,False
left,slammed,267,256,30,24,0.6619569377439879,False
opened,dropped,220,210,31,29,0.6643247590654737,False
said,knocked,328,316,34,23,0.6647132720452593,False
opened,sent,135,127,27,25,0.6654878846928959,False
left,gave,989,969,36,34,0.6676536440907561,False
his,had,337,325,35,31,0.669027534307143,False
also,know,228,218,32,32,0.6700372198053255,False
drove,i,231,221,27,27,0.6721055170572513,False
knelt,looked,104,97,25,18,0.672249977204818,False
looked,set,555,540,31,31,0.6722572912533176,False
headed,pulled,289,278,32,27,0.6745515452292878,False
did,set,235,225,32,31,0.6748037799960995,False
the,warned,187,178,30,23,0.6754646928650359,False
wrote,waited,144,136,24,24,0.6757814111963594,False
closed,looked,353,341,34,30,0.67630337260069,False
closed,grabbed,145,137,27,23,0.6768674798115437,False
they,opened,146,138,26,26,0.6779427203063524,False
placed,helped,108,101,28,25,0.6782220277695618,False
smiled,listened,111,104,26,25,0.6824930716566954,False
blew,turned,111,104,30,22,0.6824930716566954,False
then,swung,248,238,27,25,0.6831343752047401,False
then,claimed,154,146,23,18,0.686175423211388,False
flipped,pulled,114,107,25,20,0.6865986170537433,False
included,the,204,195,29,27,0.6888395332701297,False
lit,placed,157,149,28,28,0.6891039860610375,False
slapped,told,117,110,28,16,0.6905490717774189,False
rubbed,she,159,151,33,26,0.6910114661756164,False
climbed,said,214,205,32,25,0.6959750516739653,False
stopped,made,165,157,29,22,0.6965301132098055,False
asked,will,165,157,33,29,0.6965301132098055,False
use,keep,122,115,29,26,0.696813996783565,False
its,was,123,116,31,28,0.6980219721257955,False
got,paid,167,159,31,29,0.6983050419110265,False
gave,removed,223,214,31,24,0.7019945926332313,False
ran,fell,127,120,31,26,0.7027135198679589,False
then,what,226,217,27,24,0.7039230967306038,False
gave,picked,228,219,31,23,0.7051881767705332,False
continued,hurried,130,123,20,17,0.7060922404424045,False
walked,is,178,170,30,28,0.7075401313542935,False
opened,sat,361,350,34,26,0.7076668348529843,False
carried,left,235,226,36,29,0.7094916310373937,False
with,tried,136,129,25,23,0.7125181305934952,False
later,found,137,130,26,25,0.7135487067229697,False
find,keep,193,185,29,26,0.718868251427051,False
pointed,saw,148,141,29,28,0.7241997172686478,False
tossed,closed,104,98,27,25,0.7250853387900504,False
just,left,104,98,24,21,0.7250853387900504,False
stuck,the,150,143,26,23,0.7260116588465062,False
leave,also,107,101,28,23,0.7289185538924636,False
on,that,208,200,28,28,0.7289751689435005,False
call,go,209,201,32,29,0.7296108433491959,False
see,not,211,203,33,28,0.7308688958042897,False
fell,looked,212,204,33,28,0.7314913762828399,False
started,screamed,157,150,29,22,0.7320833003037702,False
dropped,climbed,110,104,28,22,0.7325958519969559,False
sat,pushed,355,345,31,30,0.7337570250811624,False
added,offered,111,105,25,25,0.73378877533839,False
she,agreed,111,105,27,25,0.73378877533839,False
later,looked,111,105,28,21,0.73378877533839,False
removed,turned,217,209,31,28,0.7345402968084372,False
only,take,112,106,29,28,0.7349658822561246,False
set,stuffed,161,154,26,21,0.7353766933611755,False
knocked,was,219,211,34,25,0.735731125950526,False
kicked,smiled,114,108,27,16,0.7372740213789896,False
hit,grabbed,115,109,25,22,0.7384057149811345,False
the,dragged,293,284,33,29,0.7391331717303452,False
looked,tied,117,111,24,24,0.7406259302520624,False
said,sent,780,766,38,34,0.7409380858993038,False
took,just,120,114,26,24,0.7438527889286546,False
took,there,238,230,36,30,0.746298924894563,False
tried,never,123,117,34,26,0.7469621811121037,False
passed,ran,124,118,29,22,0.7479737604627912,False
followed,turned,180,173,33,26,0.7495143729890351,False
sat,rolled,129,123,26,26,0.7528558242758783,False
they,with,130,124,32,25,0.7537986384660678,False
returned,dropped,130,124,27,27,0.7537986384660678,False
turned,carried,187,180,33,28,0.7541795954251869,False
it,broke,331,322,35,30,0.7542593382642035,False
kicked,used,131,125,31,20,0.7547307480889928,False
did,later,131,125,25,24,0.7547307480889928,False
asked,also,334,325,32,29,0.7553444673323494,False
hit,told,261,253,31,30,0.7575411186216228,False
asked,did,442,432,37,30,0.7608207629982691,False
shot,started,142,136,31,21,0.7643313952999444,False
say,put,143,137,28,28,0.7651493429600958,False
turned,passed,144,138,25,23,0.7659588350956377,False
all,a,211,204,31,27,0.7683955760826161,False
quickly,felt,149,143,25,23,0.7698844071481952,False
then,slammed,481,471,28,27,0.7705402669924738,False
added,later,151,145,33,24,0.7714002547269097,False
did,kept,153,147,28,23,0.7728865430906036,False
wrote,is,154,148,28,26,0.7736189005220145,False
turned,stood,402,393,33,30,0.7766377195523037,False
brought,got,228,221,32,31,0.7770932837710932,False
let,stole,103,98,25,21,0.7779207003752838,False
handed,held,315,307,30,26,0.7789867626421106,False
made,bowed,104,99,19,14,0.77898808141741,False
stood,rushed,104,99,24,17,0.77898808141741,False
it,shoved,234,227,34,28,0.7799370025353517,False
stood,pulled,419,410,32,32,0.7811461909461737,False
she,with,166,160,33,27,0.7818885941510123,False
no,it,243,236,34,30,0.784005664905935,False
turned,flipped,109,104,23,21,0.7841033831878783,False
into,set,244,237,32,29,0.784443943922504,False
try,appeal,110,105,23,21,0.7850844790200862,False
tried,shot,110,105,31,17,0.7850844790200862,False
move,just,174,168,28,27,0.786923546285523,False
called,shoved,112,107,25,18,0.7870072092190435,False
for,that,112,107,25,20,0.7870072092190435,False
set,there,113,108,24,23,0.7879494257042353,False
poured,set,177,171,31,27,0.7887237224126454,False
send,probably,114,109,27,23,0.7888792496368078,False
the,drove,454,445,32,31,0.7896293704046111,False
we,after,115,110,32,22,0.789796950266911,False
rubbed,they,116,111,27,21,0.7907027887267079,False
held,climbed,118,113,25,20,0.7924798849312887,False
even,sent,118,113,25,23,0.7924798849312887,False
asked,fell,118,113,29,23,0.7924798849312887,False
then,spat,185,179,19,19,0.7933098045434507,False
looked,blew,120,115,29,19,0.7942124764454634,False
keep,be,269,262,33,29,0.7946018144856387,False
entered,started,124,119,30,25,0.7975513494466999,False
all,put,124,119,32,23,0.7975513494466999,False
slid,replaced,130,125,26,18,0.8022683388581098,False
slid,grabbed,131,126,25,24,0.8030229037909532,False
left,removed,206,200,28,26,0.8040586940510991,False
turned,shook,209,203,30,27,0.805461353876564,False
let,laughed,210,204,30,27,0.8059222563609444,False
placed,is,135,130,27,25,0.8059570329989922,False
let,handed,420,412,31,29,0.8082700220602442,False
stay,be,139,134,27,25,0.8087638468604965,False
put,that,218,212,30,27,0.8094952502327275,False
how,she,141,136,31,27,0.8101223414311574,False
read,stood,143,138,29,26,0.8114522931130475,False
all,that,143,138,26,21,0.8114522931130475,False
got,there,146,141,32,22,0.8133958458048126,False
put,drove,231,225,33,30,0.8149027856717991,False
slammed,pulled,232,226,33,32,0.8152999268820224,False
promised,the,241,235,30,24,0.8187628337440022,False
gave,followed,156,151,30,26,0.8194650848899856,False
expect,get,160,155,29,26,0.821732207220875,False
shouted,let,251,245,30,28,0.8223910631670882,False
also,tried,163,158,28,23,0.8233775951029235,False
use,give,165,160,32,30,0.8244495440646258,False
call,think,168,163,32,30,0.8260214930986777,False
was,shot,169,164,35,23,0.8265361670379837,False
would,tried,169,164,30,29,0.8265361670379837,False
looked,grabbed,383,376,32,29,0.8276134783340935,False
it,screamed,268,262,31,30,0.8280887285927199,False
his,she,530,522,37,35,0.8291413700711021,False
even,was,274,268,32,26,0.8299725259747496,False
ran,kissed,179,174,26,23,0.8314437032349595,False
looked,slowly,182,177,27,26,0.8328366216245665,False
watched,stopped,104,100,26,23,0.8336993651841773,False
held,rushed,105,101,27,18,0.8344962831598371,False
took,read,291,285,35,33,0.8349912762274709,False
wrote,has,106,102,24,24,0.8352818537973732,False
spent,then,188,183,28,28,0.8355219091557852,False
in,when,189,184,28,26,0.8359569990494911,False
slammed,set,111,107,27,21,0.839048536181963,False
spend,get,111,107,24,24,0.839048536181963,False
laid,threw,198,193,32,27,0.8397234847896972,False
never,found,113,109,33,27,0.8404844778946265,False
turned,grabbed,312,306,33,27,0.8406177157468764,False
looked,is,116,112,21,18,0.8425681064325894,False
sat,sent,206,201,31,29,0.8428623817955452,False
grabbed,kept,117,113,26,25,0.8432447137966195,False
gave,stood,467,460,34,31,0.8437893487998932,False
signed,gave,120,116,25,20,0.8452233668180926,False
kept,sat,214,209,33,25,0.8458238088653334,False
nodded,found,123,119,29,23,0.8471289384306082,False
went,would,218,213,37,32,0.847243088480426,False
jumped,he,125,121,26,26,0.8483609021957899,False
then,shut,225,220,28,20,0.849635252351737,False
on,when,128,124,26,24,0.8501542487035875,False
all,was,228,223,34,29,0.850626619253214,False
a,opened,229,224,31,30,0.8509527430176547,False
hid,headed,131,127,26,24,0.8518854392846708,False
looked,fled,140,136,21,20,0.8567398389365792,False
tore,ran,140,136,28,23,0.8567398389365792,False
led,turned,144,140,30,27,0.8587493586772418,False
look,feel,144,140,32,28,0.8587493586772418,False
spoke,stared,147,143,27,26,0.8602022103000717,False
turned,reached,261,256,28,28,0.8603786002624871,False
continued,pointed,148,144,29,20,0.8606766223836351,False
tried,shoved,263,258,29,18,0.8609099632039571,False
hung,started,153,149,33,25,0.8629783035156252,False
set,left,623,616,38,34,0.8646592790023514,False
sat,prayed,164,160,30,20,0.8676652778230629,False
set,took,655,648,35,32,0.8679932399319683,False
cursed,then,167,163,23,18,0.8688622676477785,False
left,broke,302,297,33,30,0.8701929647774904,False
read,walked,176,172,32,29,0.8722673015831599,False
pulled,slowly,186,182,30,25,0.8757562593423535,False
filled,then,188,184,27,26,0.8764203591640916,False
pulled,walked,754,747,37,37,0.8769322247232935,False
blew,said,192,188,29,21,0.8777172253636121,False
stuffed,walked,192,188,27,25,0.8777172253636121,False
gave,stole,195,191,28,27,0.8786635193066171,False
sent,her,348,343,35,34,0.8790692541726172,False
pulled,started,801,794,37,32,0.8805853301333425,False
used,is,207,203,30,25,0.8822402672255653,False
explained,then,210,206,27,26,0.8830861039093381,False
note,ask,213,209,30,23,0.8839139725054206,False
smiled,closed,222,218,28,27,0.8862958931807914,False
it,waited,616,610,34,34,0.8864565485005585,False
she,sent,624,618,38,33,0.8871852584512732,False
it,burned,102,99,27,24,0.8878609477142527,False
did,only,102,99,27,23,0.8878609477142527,False
have,want,103,100,24,16,0.8884106489509468,False
said,shook,411,406,36,28,0.8887166677273253,False
entered,stood,104,101,25,25,0.8889523448298263,False
filled,made,106,103,22,21,0.8900124838455297,False
stay,use,108,105,25,18,0.8910428288985551,False
find,ask,243,239,33,29,0.8913287941215176,False
watched,began,971,964,35,32,0.8915105291781411,False
listened,looked,110,107,27,24,0.8920447498781459,False
i,went,692,686,34,33,0.8928608476003401,False
began,studied,113,110,30,21,0.8934971214685687,False
didn't,decided,114,111,25,19,0.8939683731434863,False
kicked,into,115,112,29,23,0.8944334241384705,False
rubbed,his,116,113,25,21,0.894892409250912,False
shut,walked,120,117,27,22,0.8966702477067261,False
the,leave,121,118,28,27,0.8971007883412814,False
brought,shook,123,120,24,24,0.8979459671391155,False
stared,didn't,125,122,21,16,0.8987706563307029,False
my,she,129,126,35,33,0.9003617801277194,False
sighed,stepped,131,128,20,17,0.9011297133369316,False
ate,the,131,128,29,25,0.9011297133369316,False
helped,started,134,131,36,25,0.9022490316611473,False
reached,continued,134,131,23,23,0.9022490316611473,False
sat,shoved,135,132,26,21,0.902613774080321,False
smashed,his,144,141,27,24,0.9057226398665423,False
call,change,145,142,34,31,0.9060499918114496,False
it,paid,151,148,28,27,0.9079449711619317,False
pulled,helped,152,149,28,28,0.9082497891382155,False
she,paid,155,152,32,31,0.909146390123206,False
left,screamed,159,156,28,27,0.9103019650256935,False
stole,looked,163,160,26,24,0.9114145391587649,False
give,move,176,173,33,28,0.9147634574618017,False
also,stop,179,176,29,25,0.9154837777519932,False
wait,get,192,189,32,28,0.9184067650850027,False
took,showed,211,208,31,27,0.922180774603243,False
stood,kicked,211,208,27,26,0.922180774603243,False
that,even,217,214,32,26,0.9232679402783627,False
also,would,232,229,32,31,0.92579826473372,False
ran,tried,572,568,33,31,0.9292043950594561,False
ran,returned,265,262,35,32,0.9305859372355548,False
then,received,276,273,28,27,0.9319870979927068,False
sent,turned,295,292,34,33,0.9342195643820813,False
came,said,307,304,34,33,0.9355212011936589,False
carried,waited,101,99,22,22,0.9436515209907436,False
tied,took,102,100,28,24,0.9439304738571259,False
know,cry,104,102,27,27,0.944476172414913,False
set,wiped,109,107,26,19,0.9457736301231243,False
i,knocked,110,108,22,22,0.9460223749390723,False
broke,fled,112,110,28,25,0.9465097650425099,False
stole,placed,114,112,30,27,0.9469841865717423,False
discovered,sighed,114,112,21,20,0.9469841865717423,False
started,out,116,114,34,22,0.9474462046254554,False
made,disappeared,118,116,26,20,0.9478963504191712,False
didn't,quickly,118,116,22,11,0.9478963504191712,False
sent,moved,119,117,32,28,0.9481171285953608,False
said,stuck,120,118,28,19,0.9483351238533622,False
headed,hurried,120,118,21,17,0.9483351238533622,False
opened,did,124,122,30,27,0.9491804104656165,False
ran,raised,124,122,30,22,0.9491804104656165,False
