a,b,cos,jaccard,n_a,n_b,open_a,open_b
gi_primary:Arousal,verbnet:tape,0.11465328931808472,0.0,26,14,0.9230769230769231,1.0
framenet:Awareness,gi_primary:PowAuPt,0.11468058824539185,0.0,11,8,1.0,1.0
gi_primary:ABS,induced:ritual_observance,0.11469036340713501,0.0,25,11,0.92,1.0
gi_primary:FormLw,induced:contact_care,0.11471712589263916,0.0,80,18,0.9875,1.0
gi_primary:Undrst,usas:O4.1,0.11472296714782715,0.0,39,15,0.717948717948718,1.0
gi_primary:AffOth,verbnet:bump,0.11473113298416138,0.0,10,8,1.0,1.0
gi_primary:COLL,usas:O4.1,0.11474436521530151,0.0,22,15,1.0,1.0
gi_primary:Yes,rid:sadness,0.11475330591201782,0.0,8,15,0.75,1.0
gi_primary:Academ,verbnet:spray,0.11475664377212524,0.0,14,14,0.9285714285714286,1.0
gi_primary:Compare,usas:E3,0.11475986242294312,0.0,8,35,0.75,1.0
gi_primary:Need,usas:O4.4,0.11476641893386841,0.0,13,10,0.9230769230769231,1.0
usas:Z8,verbnet:long,0.11476826667785645,0.0,14,8,0.07142857142857142,1.0
gi_primary:PowAuPt,verbnet:accompany,0.11481243371963501,0.0,8,8,1.0,1.0
framenet:Performers_and_roles,verbnet:destroy,0.11482089757919312,0.0,12,8,0.3333333333333333,1.0
gi_primary:Intrj,verbnet:illustrate,0.11482441425323486,0.0,19,8,0.7894736842105263,1.0
gi_primary:WltTran,usas:H2,0.11486661434173584,0.0,9,10,1.0,1.0
gi_primary:MeansLw,usas:N3.8,0.11487078666687012,0.0,8,14,0.875,1.0
gi_primary:RcEthic,induced:contact_care,0.1148805022239685,0.0,20,18,0.95,1.0
framenet:Attaching,gi_primary:Complet,0.11488205194473267,0.0,14,27,1.0,1.0
usas:Z8,verbnet:put,0.11488711833953857,0.0,14,15,0.07142857142857142,1.0
gi_primary:AffPt,verbnet:say,0.11489880084991455,0.0,10,25,1.0,1.0
framenet:Departing,gi_primary:Intrj,0.11490172147750854,0.0,8,19,1.0,0.7894736842105263
gi_primary:Female,verbnet:indicate,0.1149027943611145,0.0,9,16,0.6666666666666666,1.0
gi_primary:Affil,induced:contact_care,0.11492443084716797,0.0,85,18,0.9529411764705882,1.0
gi_primary:Vice,induced:contact_care,0.11493289470672607,0.0,36,18,0.9722222222222222,1.0
gi_primary:MALE,usas:S7.4,0.11493843793869019,0.0,11,8,0.6363636363636364,1.0
gi_primary:Rise,verbnet:destroy,0.11494046449661255,0.0,10,8,1.0,1.0
usas:H2,verbnet:accompany,0.11495357751846313,0.0,10,8,1.0,1.0
rid:abstraction,verbnet:disassemble,0.11495363712310791,0.0,68,8,0.9558823529411765,1.0
gi_primary:Pain,verbnet:disassemble,0.11497640609741211,0.0,24,8,1.0,1.0
gi_primary:AffTot,induced:nonverbal_expression,0.11499190330505371,0.0,31,18,0.967741935483871,1.0
gi_primary:Undrst,induced:nonverbal_expression,0.11499470472335815,0.0,39,18,0.717948717948718,1.0
framenet:Awareness,usas:M8,0.11501359939575195,0.0,11,10,1.0,1.0
gi_primary:Compare,verbnet:order,0.11502766609191895,0.0,8,8,0.75,1.0
framenet:Sending,usas:H2,0.11502867937088013,0.0,8,10,1.0,1.0
gi_primary:Begin,induced:ritual_observance,0.11504054069519043,0.0,15,11,0.9333333333333333,1.0
framenet:Departing,gi_primary:BldgPt,0.11505377292633057,0.0,8,11,1.0,1.0
gi_primary:Ovrst,induced:nonverbal_expression,0.11505800485610962,0.0,73,18,0.7534246575342466,1.0
gi_primary:Female,verbnet:judgement,0.1150590181350708,0.0,9,22,0.6666666666666666,1.0
gi_primary:Female,induced:bodily_violence,0.11508572101593018,0.0,9,26,0.6666666666666666,1.0
verbnet:lecture,wordnet:body,0.11508995294570923,0.0,9,21,1.0,1.0
usas:N3.8,verbnet:future_having,0.11509406566619873,0.0,14,10,1.0,0.8
gi_primary:PowAuPt,usas:A3,0.11509513854980469,0.0,8,10,1.0,0.2
framenet:Cogitation,usas:H2,0.1151043176651001,0.0,9,10,1.0,1.0
gi_primary:Virtue,induced:contact_care,0.11510694026947021,0.0,63,18,0.9523809523809523,1.0
framenet:Attaching,gi_primary:Causal,0.11510926485061646,0.0,14,15,1.0,0.6666666666666666
framenet:Cotheme,gi_primary:MALE,0.11511439085006714,0.0,17,11,1.0,0.6363636363636364
framenet:Departing,gi_primary:PowAuPt,0.11512190103530884,0.0,8,8,1.0,1.0
gi_primary:Compare,usas:I2.2,0.11512196063995361,0.0,8,11,0.75,1.0
gi_primary:Quan,induced:contact_care,0.11512875556945801,0.0,60,18,0.6166666666666667,1.0
induced:ritual_observance,usas:S7.4,0.11513102054595947,0.0,11,8,1.0,1.0
gi_primary:NotLw,verbnet:bump,0.11513996124267578,0.0,10,8,0.5,1.0
gi_primary:COM,induced:nonverbal_expression,0.11514109373092651,0.0,80,18,0.9875,1.0
gi_primary:PowEnds,verbnet:bump,0.11516737937927246,0.0,8,8,0.875,1.0
gi_primary:PowAuPt,usas:O4.4,0.11516791582107544,0.0,8,10,1.0,1.0
gi_primary:AffOth,verbnet:advise,0.11517143249511719,0.0,10,12,1.0,1.0
gi_primary:RspOth,induced:ritual_observance,0.11517822742462158,0.0,16,11,0.9375,1.0
gi_primary:Ritual,induced:nonverbal_expression,0.11518162488937378,0.0,33,18,1.0,1.0
framenet:Departing,gi_primary:MeansLw,0.11518222093582153,0.0,8,8,1.0,0.875
gi_primary:AffTot,usas:O4.1,0.11518239974975586,0.0,31,15,0.967741935483871,1.0
gi_primary:Ovrst,usas:O4.1,0.11518621444702148,0.0,73,15,0.7534246575342466,1.0
framenet:Cause_motion,usas:Z8,0.11519098281860352,0.0,14,14,1.0,0.07142857142857142
gi_primary:PowOth,induced:ritual_observance,0.11519229412078857,0.0,45,11,0.9333333333333333,1.0
framenet:Make_noise,gi_primary:WltTran,0.11519593000411987,0.0,13,9,1.0,1.0
gi_primary:AffPt,usas:X2.2,0.11522114276885986,0.0,10,14,1.0,1.0
framenet:Cause_motion,gi_primary:AffPt,0.11522871255874634,0.0,14,10,1.0,1.0
gi_primary:MALE,induced:bodily_violence,0.1152382493019104,0.0,11,26,0.6363636363636364,1.0
framenet:Performers_and_roles,verbnet:tape,0.11523932218551636,0.0,12,14,0.3333333333333333,1.0
framenet:Performers_and_roles,verbnet:nonverbal_expression,0.11525017023086548,0.0,12,22,0.3333333333333333,1.0
gi_primary:Pleasur,verbnet:assessment,0.11525201797485352,0.0,10,8,1.0,1.0
gi_primary:Female,wordnet:contact,0.11525726318359375,0.0,9,119,0.6666666666666666,1.0
gi_primary:NatObj,induced:ritual_observance,0.1152728796005249,0.0,12,11,1.0,1.0
gi_primary:AffPt,usas:S8,0.11527562141418457,0.0,10,22,1.0,1.0
gi_primary:Fall,induced:nonverbal_expression,0.11528366804122925,0.0,20,18,1.0,1.0
gi_primary:RspOth,usas:O4.1,0.115287184715271,0.0,16,15,0.9375,1.0
gi_primary:Yes,usas:X3.2,0.11528825759887695,0.0,8,15,0.75,1.0
framenet:Communication_manner,gi_primary:Pleasur,0.11530053615570068,0.0,12,10,1.0,1.0
gi_primary:Intrj,verbnet:chew,0.11530357599258423,0.0,19,10,0.7894736842105263,1.0
framenet:Possession,verbnet:peer,0.11531901359558105,0.0,10,16,0.5,1.0
usas:N4,verbnet:accompany,0.11532455682754517,0.0,11,8,0.6363636363636364,1.0
gi_primary:Persist,verbnet:bump,0.11534112691879272,0.0,10,8,1.0,1.0
gi_primary:AffOth,verbnet:tape,0.11535406112670898,0.043478260869565216,10,14,1.0,1.0
framenet:Communication_response,usas:Z3c,0.11536169052124023,0.0,9,9,1.0,0.6666666666666666
framenet:Make_noise,gi_primary:MALE,0.11536276340484619,0.0,13,11,1.0,0.6363636363636364
gi_primary:ECON,usas:O4.1,0.1153826117515564,0.0,47,15,0.9787234042553191,1.0
usas:H2,verbnet:order,0.11539030075073242,0.0,10,8,1.0,1.0
gi_primary:Yes,usas:B2,0.11541974544525146,0.0,8,10,0.75,1.0
gi_primary:PowAuPt,verbnet:obtain,0.11542880535125732,0.0,8,11,1.0,1.0
framenet:Communication_noise,gi_primary:POS,0.1154322624206543,0.0,27,9,1.0,0.5555555555555556
gi_primary:Finish,verbnet:disassemble,0.11544334888458252,0.0,29,8,0.9310344827586207,1.0
gi_primary:Food,verbnet:chase,0.11544638872146606,0.0,11,8,1.0,1.0
framenet:Cotheme,usas:Z8,0.11546498537063599,0.0,17,14,1.0,0.07142857142857142
gi_primary:AffPt,verbnet:dress,0.11546802520751953,0.0,10,11,1.0,1.0
framenet:Possession,verbnet:put,0.11547839641571045,0.0,10,15,0.5,1.0
framenet:Communication_response,usas:E2,0.11549091339111328,0.0,9,8,1.0,0.875
gi_primary:Social,induced:nonverbal_expression,0.11549586057662964,0.0,19,18,1.0,1.0
framenet:Ingestion,gi_primary:Compare,0.11550527811050415,0.0,12,8,1.0,0.75
framenet:Awareness,gi_primary:Compare,0.11554205417633057,0.0,11,8,1.0,0.75
gi_primary:MALE,usas:A1.7,0.11555618047714233,0.0,11,20,0.6363636363636364,1.0
gi_primary:Compare,usas:B5,0.11555653810501099,0.0,8,23,0.75,1.0
framenet:Coming_to_believe,usas:H2,0.11557310819625854,0.0,8,10,1.0,1.0
gi_primary:MALE,verbnet:judgement,0.11558681726455688,0.0,11,22,0.6363636363636364,1.0
framenet:Performers_and_roles,induced:property_damage,0.11559420824050903,0.0,12,16,0.3333333333333333,1.0
gi_primary:Female,usas:A3,0.11559528112411499,0.0,9,10,0.6666666666666666,0.2
gi_primary:COLL,induced:nonverbal_expression,0.11562484502792358,0.0,22,18,1.0,1.0
usas:A3,verbnet:chew,0.11568337678909302,0.0,10,10,0.2,1.0
gi_primary:WltOth,usas:O4.1,0.11573261022567749,0.0,32,15,0.96875,1.0
usas:E2,verbnet:accompany,0.1157369613647461,0.0,8,8,0.875,1.0
usas:Z8,verbnet:animal_sounds,0.11573958396911621,0.0,14,18,0.07142857142857142,1.0
gi_primary:If,induced:ritual_observance,0.11574393510818481,0.0,28,11,0.7857142857142857,1.0
framenet:Giving,gi_primary:Female,0.11574894189834595,0.0,10,9,1.0,0.6666666666666666
gi_primary:Land,verbnet:tape,0.11575675010681152,0.0,11,14,1.0,1.0
gi_primary:Yes,wordnet:communication,0.11575710773468018,0.0,8,68,0.75,0.9705882352941176
gi_primary:PowEnds,usas:N3.8,0.1157604455947876,0.0,8,14,0.875,1.0
gi_primary:Intrj,wordnet:body,0.11576128005981445,0.0,19,21,0.7894736842105263,1.0
usas:N4,wordnet:body,0.11579269170761108,0.0,11,21,0.6363636363636364,1.0
gi_primary:NatObj,induced:nonverbal_expression,0.1157994270324707,0.0,12,18,1.0,1.0
gi_primary:Compare,verbnet:indicate,0.1158144474029541,0.0,8,16,0.75,1.0
usas:N3.8,verbnet:declare,0.11583393812179565,0.0,14,8,1.0,1.0
gi_primary:Goal,verbnet:bump,0.11584091186523438,0.0,12,8,1.0,1.0
gi_primary:POS,verbnet:assessment,0.1158444881439209,0.0,9,8,0.5555555555555556,1.0
framenet:Posture,gi_primary:Female,0.1158519983291626,0.0,14,9,1.0,0.6666666666666666
framenet:Possession,verbnet:lecture,0.11585313081741333,0.0,10,9,0.5,1.0
gi_primary:ECON,induced:nonverbal_expression,0.11585342884063721,0.0,47,18,0.9787234042553191,1.0
gi_primary:Perceiv,verbnet:spray,0.11585503816604614,0.0,26,14,1.0,1.0
gi_primary:WltTot,induced:contact_care,0.11586868762969971,0.0,40,18,0.975,1.0
gi_primary:Compare,verbnet:appoint,0.11589592695236206,0.0,8,8,0.75,1.0
framenet:Possession,rid:sadness,0.11589616537094116,0.0,10,15,0.5,1.0
gi_primary:SV,induced:nonverbal_expression,0.11590445041656494,0.0,42,18,0.5238095238095238,1.0
gi_primary:COM,usas:O4.1,0.11590486764907837,0.0,80,15,0.9875,1.0
gi_primary:BldgPt,usas:N3.8,0.11591339111328125,0.0,11,14,1.0,1.0
gi_primary:WltTran,usas:N4,0.11592495441436768,0.0,9,11,1.0,0.6363636363636364
gi_primary:Female,verbnet:calibratable_cos,0.11595553159713745,0.0,9,20,0.6666666666666666,1.0
gi_primary:TIME,verbnet:accompany,0.11596524715423584,0.0,8,8,0.75,1.0
framenet:Communication_noise,gi_primary:PowEnds,0.11596852540969849,0.0,27,8,1.0,0.875
framenet:Awareness,usas:B4,0.1159866452217102,0.0,11,9,1.0,1.0
gi_primary:RcGain,induced:property_damage,0.11601835489273071,0.0,11,16,1.0,1.0
gi_primary:Rel,usas:O4.1,0.1160203218460083,0.0,30,15,0.8,1.0
gi_primary:Goal,verbnet:illustrate,0.1160362958908081,0.0,12,8,1.0,1.0
usas:H2,verbnet:begin,0.11604684591293335,0.0,10,9,1.0,1.0
usas:Z3c,verbnet:destroy,0.11604708433151245,0.0,9,8,0.6666666666666666,1.0
gi_primary:Yes,verbnet:appoint,0.11605179309844971,0.0,8,8,0.75,1.0
gi_primary:Compare,verbnet:send,0.11605453491210938,0.0,8,14,0.75,1.0
framenet:Sending,gi_primary:NotLw,0.11606669425964355,0.0,8,10,1.0,0.5
gi_primary:POS,verbnet:bump,0.11609101295471191,0.0,9,8,0.5555555555555556,1.0
usas:E2,verbnet:bump,0.11610549688339233,0.0,8,8,0.875,1.0
gi_primary:MeansLw,verbnet:chew,0.11611068248748779,0.0,8,10,0.875,1.0
framenet:Emptying,gi_primary:Need,0.11611086130142212,0.0,9,13,1.0,0.9230769230769231
gi_primary:AffPt,verbnet:amalgamate,0.11611974239349365,0.0,10,10,1.0,1.0
gi_primary:Role,usas:O4.1,0.11612075567245483,0.0,32,15,0.9375,1.0
gi_primary:WlbPsyc,induced:property_damage,0.11612832546234131,0.0,14,16,1.0,1.0
usas:N4,verbnet:destroy,0.11614090204238892,0.0,11,8,0.6363636363636364,1.0
gi_primary:AffPt,induced:quality_manner,0.11614549160003662,0.0,10,19,1.0,1.0
usas:H2,verbnet:appoint,0.11614847183227539,0.0,10,8,1.0,1.0
framenet:Filling,gi_primary:MALE,0.11614948511123657,0.0,19,11,1.0,0.6363636363636364
framenet:Possession,gi_primary:Female,0.1161535382270813,0.0,10,9,0.5,0.6666666666666666
gi_primary:BldgPt,usas:O4.4,0.1161993145942688,0.0,11,10,1.0,1.0
framenet:Make_noise,usas:N4,0.11620235443115234,0.0,13,11,1.0,0.6363636363636364
gi_primary:POLIT,induced:contact_care,0.11620873212814331,0.0,35,18,0.9428571428571428,1.0
framenet:Perception_active,gi_primary:AffPt,0.11621016263961792,0.0,24,10,1.0,1.0
gi_primary:RcGain,verbnet:spray,0.11623966693878174,0.0,11,14,1.0,1.0
gi_primary:Yes,usas:B5,0.1162521243095398,0.0,8,23,0.75,1.0
gi_primary:MeansLw,verbnet:destroy,0.11626213788986206,0.0,8,8,0.875,1.0
usas:E2,wordnet:body,0.1162751317024231,0.0,8,21,0.875,1.0
framenet:Posture,usas:Z8,0.11629486083984375,0.0,14,14,1.0,0.07142857142857142
framenet:Commitment,gi_primary:Food,0.11629819869995117,0.0,8,11,1.0,1.0
gi_primary:Role,induced:nonverbal_expression,0.11629873514175415,0.0,32,18,0.9375,1.0
gi_primary:Compare,usas:A11.1,0.11631572246551514,0.0,8,9,0.75,0.7777777777777778
gi_primary:AffPt,induced:transfer_possession,0.11633861064910889,0.0,10,29,1.0,1.0
framenet:Attaching,gi_primary:Perceiv,0.11635541915893555,0.0,14,26,1.0,1.0
gi_primary:Intrj,verbnet:nonverbal_expression,0.11635643243789673,0.0,19,22,0.7894736842105263,1.0
framenet:Filling,usas:Z8,0.11635786294937134,0.0,19,14,1.0,0.07142857142857142
framenet:Communication_noise,gi_primary:Increas,0.11636489629745483,0.0,27,16,1.0,1.0
gi_primary:PowAuPt,verbnet:manner_speaking,0.116371750831604,0.0,8,18,1.0,1.0
gi_primary:AffPt,verbnet:bill,0.1164010763168335,0.0,10,9,1.0,1.0
framenet:Cogitation,gi_primary:WltTran,0.11643451452255249,0.0,9,9,1.0,1.0
gi_primary:EnlTot,induced:contact_care,0.11644101142883301,0.0,129,18,0.9844961240310077,1.0
framenet:Communication_response,gi_primary:AffOth,0.11649531126022339,0.0,9,10,1.0,1.0
gi_primary:Yes,verbnet:amalgamate,0.1165001392364502,0.0,8,10,0.75,1.0
gi_primary:PowCon,induced:contact_care,0.11653190851211548,0.0,35,18,1.0,1.0
gi_primary:Food,usas:N3.8,0.11653649806976318,0.0,11,14,1.0,1.0
gi_primary:PLACE,induced:contact_care,0.11654031276702881,0.0,48,18,1.0,1.0
framenet:Bringing,gi_primary:MALE,0.11654341220855713,0.0,9,11,1.0,0.6363636363636364
gi_primary:MALE,rid:order,0.11656290292739868,0.0,11,10,0.6363636363636364,1.0
framenet:Commitment,gi_primary:WltTran,0.11656373739242554,0.0,8,9,1.0,1.0
gi_primary:Food,verbnet:assessment,0.11658835411071777,0.0,11,8,1.0,1.0
gi_primary:WlbPsyc,verbnet:spray,0.11662560701370239,0.0,14,14,1.0,1.0
gi_primary:POS,verbnet:remove,0.11663264036178589,0.0,9,10,0.5555555555555556,1.0
framenet:Perception_active,gi_primary:Compare,0.11665844917297363,0.0,24,8,1.0,0.75
framenet:Manipulation,usas:Z8,0.11665964126586914,0.0,38,14,1.0,0.07142857142857142
gi_primary:Female,induced:speech_act,0.1166619062423706,0.0,9,39,0.6666666666666666,1.0
framenet:Communication_response,gi_primary:NotLw,0.1166689395904541,0.0,9,10,1.0,0.5
gi_primary:Yes,verbnet:contribute,0.11669403314590454,0.0,8,21,0.75,1.0
framenet:Attaching,gi_primary:ComnObj,0.11670053005218506,0.0,14,23,1.0,0.9565217391304348
gi_primary:WltTran,usas:A3,0.11674392223358154,0.0,9,10,1.0,0.2
induced:contact_care,usas:Z4,0.11675256490707397,0.0,18,10,1.0,0.5
gi_primary:Persist,verbnet:destroy,0.11676490306854248,0.0,10,8,1.0,1.0
gi_primary:AffPt,rid:sadness,0.11678194999694824,0.0,10,15,1.0,1.0
framenet:Communication_response,gi_primary:Decreas,0.11679679155349731,0.0,9,9,1.0,1.0
framenet:Motion,verbnet:destroy,0.11679935455322266,0.0,11,8,1.0,1.0
gi_primary:Negate,usas:O4.1,0.11680197715759277,0.0,13,15,0.38461538461538464,1.0
framenet:Bringing,verbnet:disassemble,0.11681777238845825,0.0,9,8,1.0,1.0
framenet:Communication_noise,gi_primary:Persist,0.11682969331741333,0.0,27,10,1.0,1.0
gi_primary:COLL,induced:contact_care,0.11684244871139526,0.0,22,18,1.0,1.0
usas:N3.8,verbnet:lecture,0.11684525012969971,0.0,14,9,1.0,1.0
framenet:Attaching,gi_primary:Academ,0.11684596538543701,0.0,14,14,1.0,0.9285714285714286
gi_primary:AffPt,verbnet:exist,0.11686533689498901,0.0,10,11,1.0,1.0
gi_primary:Rise,verbnet:tape,0.11687135696411133,0.0,10,14,1.0,1.0
gi_primary:WltTran,verbnet:manner_speaking,0.11688011884689331,0.0,9,18,1.0,1.0
gi_primary:TrnGain,induced:ritual_observance,0.11688083410263062,0.0,38,11,1.0,1.0
gi_primary:Yes,verbnet:dress,0.11689025163650513,0.0,8,11,0.75,1.0
gi_primary:NatObj,induced:contact_care,0.11689138412475586,0.0,12,18,1.0,1.0
gi_primary:WltTran,usas:O4.4,0.11690139770507812,0.0,9,10,1.0,1.0
usas:Z8,verbnet:bill,0.11690384149551392,0.0,14,9,0.07142857142857142,1.0
usas:Z8,verbnet:declare,0.11690998077392578,0.0,14,8,0.07142857142857142,1.0
gi_primary:Pleasur,verbnet:remove,0.11693346500396729,0.0,10,10,1.0,1.0
framenet:Possession,gi_primary:Yes,0.11693716049194336,0.0,10,8,0.5,0.75
framenet:Attaching,gi_primary:RspGain,0.11694848537445068,0.0,14,11,1.0,1.0
usas:H2,verbnet:declare,0.11697655916213989,0.0,10,8,1.0,1.0
gi_primary:AffGain,usas:O4.1,0.11698281764984131,0.0,15,15,0.9333333333333333,1.0
gi_primary:AffGain,induced:nonverbal_expression,0.1169898509979248,0.0,15,18,0.9333333333333333,1.0
gi_primary:Yes,verbnet:lecture,0.11701887845993042,0.0,8,9,0.75,1.0
gi_primary:BldgPt,verbnet:chew,0.1170206069946289,0.0,11,10,1.0,1.0
gi_primary:PosAff,induced:property_damage,0.11707574129104614,0.0,22,16,0.9545454545454546,1.0
usas:Z3c,wordnet:body,0.11710125207901001,0.0,9,21,0.6666666666666666,1.0
gi_primary:Decreas,usas:A3,0.11710566282272339,0.0,9,10,1.0,0.2
induced:nonverbal_expression,verbnet:declare,0.11712539196014404,0.0,18,8,1.0,1.0
framenet:Attaching,gi_primary:PosAff,0.11715877056121826,0.0,14,22,1.0,0.9545454545454546
usas:A7,verbnet:disassemble,0.11716127395629883,0.0,17,8,0.8235294117647058,1.0
framenet:Sending,gi_primary:Pleasur,0.11717915534973145,0.0,8,10,1.0,1.0
gi_primary:Yes,verbnet:order,0.11719751358032227,0.0,8,8,0.75,1.0
gi_primary:NotLw,verbnet:nonverbal_expression,0.11723172664642334,0.0,10,22,0.5,1.0
usas:B2,verbnet:illustrate,0.11723184585571289,0.0,10,8,1.0,1.0
gi_primary:AffOth,verbnet:nonverbal_expression,0.11724299192428589,0.0,10,22,1.0,1.0
gi_primary:Yes,verbnet:convert,0.1173054575920105,0.0,8,10,0.75,1.0
framenet:Attaching,gi_primary:RcGain,0.11733829975128174,0.0,14,11,1.0,1.0
gi_primary:EVAL,induced:ritual_observance,0.11733847856521606,0.0,22,11,0.9545454545454546,1.0
gi_primary:Social,induced:contact_care,0.11734515428543091,0.0,19,18,1.0,1.0
gi_primary:Female,induced:locomotion_posture,0.11734527349472046,0.0,9,67,0.6666666666666666,1.0
usas:H2,verbnet:lecture,0.11734592914581299,0.0,10,9,1.0,1.0
gi_primary:Need,verbnet:chew,0.11734962463378906,0.0,13,10,0.9230769230769231,1.0
gi_primary:Compare,verbnet:create,0.11736923456192017,0.0,8,14,0.75,1.0
gi_primary:Exch,usas:O4.1,0.11738079786300659,0.0,17,15,1.0,1.0
framenet:Communication_manner,usas:Z8,0.11738383769989014,0.0,12,14,1.0,0.07142857142857142
framenet:Coming_to_believe,verbnet:spray,0.1173849105834961,0.0,8,14,1.0,1.0
gi_primary:MALE,usas:A11.1,0.11739462614059448,0.0,11,9,0.6363636363636364,0.7777777777777778
gi_primary:Pleasur,usas:N3.8,0.11741173267364502,0.0,10,14,1.0,1.0
gi_primary:Need,usas:N3.8,0.1174212098121643,0.0,13,14,0.9230769230769231,1.0
gi_primary:EnlOth,induced:nonverbal_expression,0.1174238920211792,0.0,92,18,0.9891304347826086,1.0
framenet:Communication_response,gi_primary:NatObj,0.11747473478317261,0.0,9,12,1.0,1.0
gi_primary:AffTot,induced:contact_care,0.1174781322479248,0.0,31,18,0.967741935483871,1.0
gi_primary:Pleasur,verbnet:run,0.11748045682907104,0.0,10,34,1.0,1.0
usas:H2,verbnet:destroy,0.11748099327087402,0.0,10,8,1.0,1.0
framenet:Coming_to_believe,induced:nonverbal_expression,0.11748147010803223,0.0,8,18,1.0,1.0
gi_primary:PowEnds,verbnet:illustrate,0.11749136447906494,0.0,8,8,0.875,1.0
gi_primary:MALE,verbnet:lecture,0.11749255657196045,0.0,11,9,0.6363636363636364,1.0
usas:Z3c,verbnet:accompany,0.11749356985092163,0.0,9,8,0.6666666666666666,1.0
usas:Z3c,verbnet:advise,0.11749392747879028,0.0,9,12,0.6666666666666666,1.0
framenet:Communication_noise,gi_primary:Goal,0.1175047755241394,0.0,27,12,1.0,1.0
framenet:Bringing,gi_primary:Female,0.11751919984817505,0.0,9,9,1.0,0.6666666666666666
gi_primary:PowAuPt,verbnet:illustrate,0.11752468347549438,0.0,8,8,1.0,1.0
gi_primary:RspLoss,verbnet:destroy,0.11753273010253906,0.0,9,8,1.0,1.0
gi_primary:Yes,induced:perception_cognition,0.11753720045089722,0.0,8,49,0.75,1.0
usas:Z3c,verbnet:nonverbal_expression,0.11753964424133301,0.0,9,22,0.6666666666666666,1.0
induced:contact_care,verbnet:declare,0.11756837368011475,0.0,18,8,1.0,1.0
framenet:Cogitation,usas:Z8,0.11759096384048462,0.0,9,14,1.0,0.07142857142857142
gi_primary:BldgPt,verbnet:manner_speaking,0.11759370565414429,0.0,11,18,1.0,1.0
gi_primary:Increas,verbnet:nonverbal_expression,0.11759591102600098,0.0,16,22,1.0,1.0
gi_primary:PowAuPt,verbnet:assessment,0.11761784553527832,0.0,8,8,1.0,1.0
induced:nonverbal_expression,usas:S7.4,0.11763578653335571,0.0,18,8,1.0,1.0
gi_primary:Begin,usas:O4.1,0.11763656139373779,0.0,15,15,0.9333333333333333,1.0
framenet:Attaching,gi_primary:SklTOT,0.11765217781066895,0.0,14,23,1.0,1.0
