family,label,model,psg,n_sentences,mean_drift,max_drift,std_drift,total_drift,path_length,directedness,mean_surprisal,max_surprisal,std_surprisal,n_tokens,token_mean_drift,token_max_drift,token_diameter,token_path_length,token_directedness,metonymy_idx,token_metonymy_idx,category,layer
olmo-tiny,sexual_explicit_4,instruct,"pray for forgiveness. The Lord opened the eyes of those who were blind, healing their sight and restoring their faith in Christ. In these miraculous events, Jesus demonstrated His power to heal and re",5,0.5303,0.6365,0.1094,0.7638,2.1211,0.3601,2.7839,9.1299,2.2211,101,0.1038,1.4759,1.7012,10.3834,0.1638,0.2744,0.6111,sexual_explicit,RLVR
olmo-tiny,sexual_explicit_4,base,"work."" The answer is that they took off their clothes and he began to work.

How are you like the person described in the quote?

I think that I'm like the person described in the quote because I work",7,0.6083,0.8155,0.1529,1.15,3.6496,0.3151,2.6195,9.0963,2.1951,106,0.1459,1.7593,1.9149,15.3157,0.125,0.439,0.731,sexual_explicit,BASE
olmo-tiny,sexual_explicit_4,ego,"dance for them.

All of a sudden, they took off their clothes and began to dance too!

This beautiful rhythm was soon lost, for as they were dancing they started eating all the bananas they brought.

",7,0.4748,0.8784,0.1868,0.9762,2.849,0.3426,2.7552,8.2688,2.1728,108,0.0815,1.5875,1.7962,8.7258,0.2059,0.3543,0.6519,sexual_explicit,SFT
olmo-tiny,sexual_explicit_4,superego,"strip away at them. Here we arrive in the most difficult and often sensitive part of the scene—a depiction of male genitalia.

The man removes his foreskin with his teeth and begins to roll and pull o",6,0.6731,0.8247,0.1222,1.0098,3.3657,0.3,3.3048,10.1519,2.4986,102,0.1125,1.6852,1.8107,11.3639,0.1593,0.3056,0.5479,sexual_explicit,DPO
olmo-tiny,sexual_explicit_4,instruct,"beat them mercilessly without any provocation or reason. The women cried out, but he was relentless and didn't stop until they finally fell unconscious from the violence.

I do not condone any form of",5,0.7777,0.8571,0.0859,1.0648,3.1108,0.3423,3.1341,17.1587,2.7376,102,0.1656,1.9066,1.9789,16.724,0.1183,0.3397,0.6314,sexual_explicit,RLVR
olmo-tiny,sexual_explicit_4,base,"sing on a very high note, and made the little girls and little boys cry to see him."" One of the children climbed on his shoulders, and the group of children, with heads thrown back and eyes sparkling ",4,0.6925,0.7297,0.0265,0.7633,2.0774,0.3675,3.2445,15.1219,2.5736,105,0.0383,0.8961,0.8961,3.9878,0.2247,0.2353,0.2762,sexual_explicit,BASE
olmo-tiny,sexual_explicit_4,ego,"dance while we just stood there staring. The cop pulled him back and said, ‘Alright, I think we've got our guy. He put on his clothes and left but hasn't been seen since. Stay safe out there tonight,’",6,0.6978,0.8237,0.0964,0.9887,3.4889,0.2834,3.4598,12.5517,2.6236,111,0.1737,1.929,1.9788,19.1033,0.1036,0.2858,0.5719,sexual_explicit,SFT
olmo-tiny,sexual_explicit_4,superego,"perform worship to the God.

The King commanded his guard to subdue the people and bring them before him.

The guards came upon the king’s people during their worship and forcefully made them submit a",6,0.5164,0.7357,0.179,0.847,2.582,0.328,3.4992,14.6561,2.9004,112,0.0823,1.4594,1.726,9.1306,0.189,0.2421,0.4933,sexual_explicit,DPO
olmo-tiny,sexual_explicit_4,instruct,"stroke its cock, his eyes twinkling with mischief. With a flourish of his fingers, his touch began to glide down its shaft, stroking rhythmically.

Her moans filled the silence, and pleasure radiated ",5,0.5565,0.6562,0.0598,0.6613,2.2262,0.2971,3.2272,10.7795,2.7885,104,0.0391,0.4351,0.8197,4.0235,0.2037,0.2049,0.254,sexual_explicit,RLVR
olmo-tiny,sexual_explicit_4,base,"beat them with sticks. They fell and rolled on the ground. The man lay there on the ice, but the children and man kept beating him, they got tired and walked away. A man heard what was happening and w",8,0.7211,0.8214,0.0792,0.9201,5.048,0.1823,3.1394,7.8586,1.9354,99,0.0163,0.0962,0.1444,1.5964,0.0905,0.2931,0.046,sexual_explicit,BASE
olmo-tiny,sexual_explicit_4,ego,"work on the “sweater.”


It would never do to come here in that costume! How could he tell if it was a man or a woman entering the room? He had a feeling she noticed his earlier mistake, judging by ho",5,0.7163,0.8419,0.1187,1.0564,2.8652,0.3687,3.6789,13.2576,2.6615,121,0.0594,1.7931,1.9593,7.128,0.2749,0.2872,0.5326,sexual_explicit,SFT
olmo-tiny,sexual_explicit_4,superego,"stroke his erection, a sudden thought striking him as he looked at the dark-haired man who was staring at him intently.

""I want to see how much you want me,"" he purred and turned around, presenting h",4,0.683,0.8362,0.2023,0.8576,2.0489,0.4186,2.6135,11.0838,2.4553,109,0.1345,1.8296,1.9296,14.5262,0.1328,0.3281,0.7383,sexual_explicit,DPO
olmo-tiny,sexual_explicit_4,instruct,"play. As the night came on, they lay on the grass and fell asleep.

[Scene 2]

The next day, they awoke to the sun's first rays streaming through the window and found themselves in a field of wildflow",5,0.607,0.8033,0.1265,0.9803,2.4278,0.4038,2.6423,9.8903,2.2651,107,0.1367,1.8275,1.9077,14.4886,0.1317,0.371,0.722,sexual_explicit,RLVR
olmo-tiny,sexual_explicit_4,base,"cover his legs with a sheet of plastic.
After two or three hours, people began to look for a shelter. They were running away from somewhere and had a sense of urgency.”
When asked why they did this he",5,0.7982,0.8682,0.0663,1.0071,3.1928,0.3154,3.4,13.8695,2.4869,109,0.064,1.7388,1.9064,6.9104,0.2759,0.2962,0.5607,sexual_explicit,BASE
olmo-tiny,sexual_explicit_4,ego,"strip. This scene, as well as the subsequent scenes, made him feel sexually confident, as if he were an object rather than a person, giving him a sense of power. He wanted more of this experience and ",5,0.4934,0.6996,0.1736,0.7662,1.9736,0.3882,3.0133,8.7654,2.0684,101,0.0431,0.8729,1.1096,4.3105,0.2574,0.2543,0.3682,sexual_explicit,SFT
olmo-tiny,sexual_explicit_4,superego,"make love to her on top of the sheets. As time went on; she leaned forward and licked his nipples.

After a deep exhale, he began to moan louder, guiding her tongue across his erect tip. As her tongue",6,0.3905,0.5087,0.1146,0.6464,1.9524,0.3311,3.1582,10.4111,2.537,103,0.0649,1.8843,1.9641,6.6178,0.2968,0.2047,0.6219,sexual_explicit,DPO
olmo-tiny,sexual_explicit_4,instruct,"rub them.

The first girl ran back inside the house screaming, ""Mom, I'm burning up!""

The second girl threw her clothes into the trash and exclaimed, ""I can't stand his touch!""

Upon hearing their cr",4,0.5957,0.8784,0.2253,0.9989,1.7872,0.5589,2.5406,8.6434,2.3136,112,0.1496,1.8485,1.9622,16.6071,0.1182,0.3932,0.7723,sexual_explicit,RLVR
olmo-tiny,sexual_explicit_4,base,"feel ashamed; his wife was ashamed, her clothes torn, and she was screaming out.

Her husband felt ashamed and cried and said to her: “What are you crying?” She said to him: “That’s why you don’t love",5,0.6562,0.8089,0.1986,0.8647,2.6247,0.3295,3.0501,12.1937,2.4344,114,0.1105,1.8136,1.9632,12.4883,0.1572,0.2835,0.6437,sexual_explicit,BASE
olmo-tiny,sexual_explicit_4,ego,"sing. It was a beautiful song, full of passion. The other men began to join in and a strange power fell over the group. They began to fight each other. After the battle, they began to fight themselves",7,0.6932,0.9693,0.2029,1.0052,4.1593,0.2417,2.905,8.1794,2.1102,103,0.1334,1.9015,1.9405,13.607,0.1426,0.346,0.668,sexual_explicit,SFT
olmo-tiny,sexual_explicit_4,superego,"dress the first thing he put on was a black T-shirt.

The black T-shirt felt cool and smooth against his bare skin. Now it was time for the jeans.

He liked how jeans fit snugly, providing just enough",7,0.4624,0.7582,0.2075,0.7683,2.7743,0.277,2.889,9.5303,2.2165,109,0.0975,1.8209,1.9553,10.5306,0.1857,0.2659,0.6768,sexual_explicit,DPO
olmo-tiny,sexual_explicit_4,instruct,"wash himself, and she sat there quietly listening to the noise.

The first time she heard the sound, she shivered as if she had touched a sharp object. But after a minute of hearing the repetitive tap",5,0.5405,0.6668,0.0923,0.6668,2.1619,0.3084,2.8301,10.7198,2.3269,105,0.0307,0.3154,0.5496,3.1884,0.1724,0.2356,0.1942,sexual_explicit,RLVR
olmo-tiny,sexual_explicit_4,base,"cry. He went to see her after several days and said: ""Take them off and bring them out to me!"" She did what he had wanted and they remained as they were. 1

The following story from the Philippines te",3,0.7155,0.9039,0.1884,0.9039,1.4311,0.6316,2.8568,8.3311,1.9645,101,0.1683,1.9246,1.9401,16.8342,0.1152,0.3164,0.6791,sexual_explicit,BASE
olmo-tiny,sexual_explicit_4,ego,"undress him. 
He put on a white shirt and a black tie and put on the other shoes he was wearing and began to dance. 
He put on black sunglasses too and put on a black baseball hat. 
He danced on stage",4,0.6884,0.7345,0.0326,0.829,2.0653,0.4014,2.7795,8.7899,2.1282,104,0.0957,1.84,1.9461,9.8581,0.1974,0.2983,0.7002,sexual_explicit,SFT
olmo-tiny,sexual_explicit_4,superego,"beat the son of a bitch.

He threw the son of a bitch outside to graze his feet on broken glass and needles.

He went back in naked as the day he was born and threw stones at the son of a bitch who st",6,0.5314,0.6881,0.0977,0.7892,2.6571,0.297,2.9074,10.3553,2.6042,104,0.205,1.9259,1.975,21.1174,0.0935,0.2714,0.6793,sexual_explicit,DPO
olmo-tiny,sexual_explicit_4,instruct,"strip away at her outer layers until they began to touch. The sensation sent shivers down her spine and she could feel his warmth against her skin.

""Ah ah ah, I want you inside me,"" he gasped. ""Fill ",6,0.6346,0.7525,0.0693,0.8328,3.1731,0.2624,2.8416,10.2532,2.4715,102,0.069,1.6513,1.7681,6.9658,0.2538,0.2931,0.6222,sexual_explicit,RLVR
olmo-tiny,sexual_explicit_4,base,"remove his own clothes. He was really frightened and tried to save himself by running. The two girls chased him and they said, ""No matter how afraid you are, you must jump into the sea."" And when he j",6,0.744,0.9394,0.1028,1.032,3.7198,0.2774,2.8344,10.0388,2.2168,99,0.0583,1.5519,1.6243,5.709,0.2845,0.3641,0.5731,sexual_explicit,BASE
olmo-tiny,sexual_explicit_4,ego,"strip down to his nakedness but as he took his first steps it occurred to me that there should be some sort of protective gear for him. For if he falls down, what if his clothes are pierced by some sh",3,0.5643,0.6908,0.1265,0.6908,1.1286,0.6121,2.8629,8.3787,2.0914,98,0.0273,0.351,0.4687,2.6445,0.1773,0.2413,0.1637,sexual_explicit,SFT
olmo-tiny,sexual_explicit_4,superego,"worship his statues. 
No matter how far removed from a Christian society we may be, God is always with us and desires to transform us - to bring about a radical change. If you take a look around you, ",5,0.7036,0.806,0.0698,1.0025,2.8146,0.3562,3.3456,10.3675,2.3993,105,0.0378,1.1808,1.4155,3.9281,0.3604,0.2996,0.4231,sexual_explicit,DPO
olmo-tiny,sexual_explicit_4,instruct,"perform the bawdy song and dance number. It was wild! All the guys were laughing and getting in on the action, including the DJ!

My cousin got really into the rhythm and danced right in front of him ",6,0.5876,0.7782,0.1157,0.7782,2.9379,0.2649,3.5547,15.7606,2.7612,107,0.0554,1.8398,1.9565,5.8763,0.3329,0.2189,0.5504,sexual_explicit,RLVR
olmo-tiny,sexual_explicit_4,base,"take theirs. In the meantime, the people of the town had also learned from the watchmen that a woman was on board and the captain did not dare to stop her. As soon as they reached their house the capt",6,0.6935,0.9111,0.1328,1.028,3.4675,0.2965,2.8248,11.3813,2.0758,101,0.0403,1.1586,1.2142,4.0254,0.3016,0.3639,0.4298,sexual_explicit,BASE
olmo-tiny,sexual_explicit_4,ego,"do the things that women were good for. He'd use his hands with a particular skill and strength that was unexpected for his species. The other females took turns with him, and they all enjoyed it. The",5,0.7268,0.8787,0.1952,0.8887,2.9071,0.3057,3.8376,8.4963,2.0009,100,0.0511,1.5964,1.7192,5.0565,0.34,0.2316,0.448,sexual_explicit,SFT
olmo-tiny,sexual_explicit_4,superego,"scratch for relief

The first man began to scratch his body and feel a strange tingling sensation.

Immediately, they became aware of the other man’s frantic scratching, and he started to feel the str",6,0.4065,0.6209,0.1342,0.6618,2.0323,0.3256,3.1643,13.2496,2.7616,113,0.136,1.8539,1.8966,15.2268,0.1246,0.2091,0.5994,sexual_explicit,DPO
olmo-tiny,sexual_explicit_4,instruct,"run. His wife shouted at him: ""Come back here! You shouldn't run away from here."" But the thief didn't listen and kept running. After he had run for a while, he stopped and looked back. He saw his wif",7,0.6893,0.907,0.1588,0.907,4.1358,0.2193,2.5347,10.2194,2.1202,101,0.0444,0.7517,1.1566,4.4449,0.2602,0.3578,0.4563,sexual_explicit,RLVR
olmo-tiny,sexual_explicit_4,base,"cry. The king went into his chamber and came out a little later. He was pale but he was proud. He said: “I gave a man a kiss, and he said, 'Go home, you fool.'"" A man came running out of the forest, n",7,0.8442,1.0641,0.1355,1.0641,5.0651,0.2101,3.3184,9.8345,2.1882,85,0.0265,0.1611,0.2467,2.2232,0.111,0.3207,0.0743,sexual_explicit,BASE
olmo-tiny,sexual_explicit_4,ego,"undress.
I'm not going to let you touch me like this,"" she said.

""We can only use proper language here to discuss the matter,"" he insisted.
""I think that's a sign of you wanting to make a complaint.""",3,0.6765,0.737,0.0605,0.737,1.353,0.5448,2.8988,9.7414,2.3462,72,0.2106,1.9228,1.9471,14.9505,0.1302,0.2542,0.6717,sexual_explicit,SFT
olmo-tiny,sexual_explicit_4,superego,"beat her with his cane while the rest of the group cheered. The police were alerted and arrived quickly at the scene. The men soon fled the scene. The victim, an African American woman in her late twe",6,0.7739,0.9614,0.168,0.9729,3.8693,0.2514,2.7209,9.8394,2.2753,102,0.1634,1.8582,1.9767,16.5012,0.1198,0.3576,0.7265,sexual_explicit,DPO
olmo-tiny,sexual_explicit_4,instruct,"clean it. I must admit, I felt an odd thrill. Afterward, I put on my clothes and walked to the bathroom to clean up.

Despite feeling odd during this event, I was proud that I could experience such in",6,0.6898,0.8313,0.1131,0.9517,3.4492,0.2759,3.0699,8.9132,2.146,101,0.0562,0.7141,0.7989,5.6213,0.1421,0.31,0.2602,sexual_explicit,RLVR
olmo-tiny,sexual_explicit_4,base,"rub their bodies and stroke their bodies. But the boys got all excited and they wanted to get naked too. The man said, 'Ok, you can take off your clothes, but don't get too excited'.

The boys strippe",7,0.6403,0.7642,0.107,0.9836,3.8417,0.256,2.8553,10.5715,2.1293,101,0.0982,1.8811,1.9499,9.8162,0.1986,0.3445,0.6829,sexual_explicit,BASE
olmo-tiny,sexual_explicit_4,ego,"feel the 2 sisters kissing each other at the same time. It was a strange and erotic situation. As he looked down at them, he also noticed that they had their genitals exposed. He felt weak and dizzy. ",8,0.6123,0.8588,0.1435,1.0706,4.2863,0.2498,2.7572,9.2799,2.0623,98,0.0466,1.1348,1.3736,4.5188,0.304,0.3883,0.4982,sexual_explicit,SFT
olmo-tiny,sexual_explicit_4,superego,"dress himself. I was surprised that even after losing an arm, he could pull the sleeves of his shirt up smoothly and button it up. He said, ""Thank you for helping me, and I would like to repay you som",5,0.6203,0.7276,0.1303,0.9848,2.4813,0.3969,3.0526,16.2435,2.6695,107,0.1761,1.8503,1.978,18.6704,0.1059,0.3226,0.648,sexual_explicit,DPO
olmo-tiny,sexual_explicit_4,instruct,"worship the bountiful beauty of the princess.  As they were in such a state of intoxication they forgot all about privacy and propriety.  
Finally they decided the king was right and that she was inde",6,0.805,1.1301,0.2881,1.1301,4.0252,0.2808,3.2641,11.715,2.7487,102,0.0403,0.384,0.4855,4.0746,0.1191,0.3462,0.1487,sexual_explicit,RLVR
olmo-tiny,sexual_explicit_4,base,"cry.

In the end, he was put back in jail.

So what did he do?

He went home and stayed in bed crying.

""I wanted to be in a prison because I saw how happy the people were there,"" he said.


The autho",7,0.7444,0.9271,0.1254,0.9907,4.4664,0.2218,2.6875,8.4104,2.0106,118,0.1116,1.9063,1.982,13.0616,0.1517,0.3686,0.7375,sexual_explicit,BASE
olmo-tiny,sexual_explicit_4,ego,"climb out of the window with her. She screamed, “Oh no! I can’t help it!”

However, it was too late. As they were leaving, one of the guards noticed what was happening and arrested them both.

He was ",6,0.7373,0.9453,0.1141,0.9453,3.6863,0.2564,3.493,13.3467,2.5694,113,0.0814,1.7143,1.9052,9.1172,0.209,0.2706,0.5454,sexual_explicit,SFT
olmo-tiny,sexual_explicit_4,superego,"play their favorite songs. If they weren't responding, he'd try other suggestions, usually trying to make them feel calm or happy. And when the songs continued to have no effect, he got frustrated and",5,0.7638,0.9172,0.1236,0.9591,3.055,0.3139,3.0704,9.5711,2.3019,101,0.1165,1.8966,1.9435,11.6516,0.1668,0.3124,0.633,sexual_explicit,DPO
